432371769723060233	Abs	99
332788739560701955	Alicia	451
216356454637109248	Arctic Fox	45
468240646289883146	Azrael/Captain Knuckles/Redneck	115
485120582866698242	biggus	170
270811808615366657	chlorine	6
357625736724480000	Daron / Mudhunny	20
409474099442745356	dc/carter	16
409809420621447168	fubar	62
348699941750702081	google dok/ikea/google cate	28
339095826183749632	Jenna	176
442601155022028800	Nanika	271
436022450715754507	nothing_face	72
453529603986685964	Positen	218
263733973711192064	Primaski	296
322558358135635979	Sarahhh	250
447401241035669515	SpaceNime	132
403524610106327041	Ukato	113
486424229307482113	Umbrey-off	342
468367050931306497	Urusla	5
274632066388197387	Vivian	26
334199886318665729	Zizzathan	258
VOIDED: 268564820591247371		67
VOIDED: Sal FN 4?		36
486212472106123264		
100304553777336320		
100413943146643456		
103347843934212096		
103627539175469056		
104660856658210816		
109831281092616192		
112211267535519744		
112318498809577472		
115385224119975941		
115559872648577026		
125815698013421568		
128923796647182336		
128996176736419842		
131499545854083073		
131842625048150016		
137087571992772608		
138481382794985472		
138851816090632192		
139126479987539969		
139889977893978123		
143944402618941440		
144661285974441984		
145269367670571009		
150211671783112704		
150711836524806145		
151778869337260032		
152397252965564416		
153093100896518144		
153098399648841729		
153847883324456960		
154334732065308672		
155537083824472064		
156322045913858049		
159859206936068096		
165611660667518976		
165675956315357184		
165811958828761089		
166657373358784513		
167833236611792896		
168385941902196736		
169534500831887360		
169744921014566912		
169825585122508801		
170435118647738369		
170724702958911488		
173518737348100096		
173731918192443392		
173825126167609344		
175961356594315264		
176103646713479168		
176438974837948418		
177606393270894592		
177869332708065281		
178111924708311040		
178451904076972032		
178682135735959552		
180090708311539712	fruit name	25
180100676611866624		
181231740591931392		
183084446725963777		
183372160075694081		
183390696974057472		
185634919446216705		
186541936172204042		
187003727935307777		
188013679160066051		
188345780384301056		
188680125468901377		
188907706449526785		
189181412820123650		
189717708173082625		
189887843370401792		
190296851830800384		
190908484320100353		
191003876428611584		
191245978580418560		
191986270434623488		
192744603261206529		
192859109446516737		
192881886144495616		
192930409904996352		
193044318884331520		
193445963652792320		
193880770048294912		
194925346578104320		
195275473024974849		
195528601339297792		
196069221703090176		
196116267990646785		
196426791932526593		
197448151064379393		
198189289824190465		
199371286093234176		
199534167359225856	"alex thespian,raventiel"	16
199676819941621761		
201551020390744066		
201639550920032256		
202135223654285312		
202560559046983681		
202709334155591682		
202847595939233792		
203517723605598208		
203585855623790592		
206521919997083651		
206962546249433099		
207642465480474624		
211520594854805516		
211684023620206592		
212681528730189824		
212968799186452482		
213203060116291584		
213468252012150786		
213742247412236299		
214102924949716994		
214151394507096065		
214168676784406529		
214202808826593283		
215994677810298880		
216101738627727361		
216179383277322250		
216901261872594944		
216975530711449600		
219163122521341952		
221430755736158209		
222148513100857346		
222689419914641408		
223245607643381760		
223980399745826818		
224226838166110211		
226687949285228547		
226800063530270721		
226880733988388864		
227789386098540564		
227924467404242946		
229230689281638402		
229971503444131840		
230181792886292481	xd	10
230434548385710080		
231932554687545344		
232763127853219842		
232925528779259904		
233393462328688650		
234214793811197953		
234589233837244416		
234727293153443841		
235039677269147648		
235302075699953664		
235431428085645322		
235677262437941249		
235880260699291648		
236286573941882880		
236906733954400268		
236989792292831233		
237015489472233472		
237060280289329155		
237219015376896002		
237382481068687360		
238388336400531457		
238868956486565889		
238916443402534914		
239267271241891840		
239438051984539649		
239447029191802881		
239799859228573696		
240180637095428096		
241484673102905345		
241699472260726785		
242275624553545728		
242533294124695552		
243342570753622016		
243893769223667713		
244299713531215872		
244605801530916865		
246357114946060291		
246903976937783296		
247156896266453005		
247576800044122112		
247863665598922762		
250418509803290634		
250439103064047618		
252281388915621889		
252530234165952513		
253747532251791360		
254299693989756928		
254580329883500545		
254800836050419712		
254846858365501450		
255098204398288897		
255357417632563214		
256162493708238850		
256622748837609474		
257937060655136779		
257998194766512129		
258859790896201728		
259052892542074895		
259305974907666432		
259527864683200522		
259935350653321216		
259985496560631809		
260106707982745600		
260255745017118721		
261533865666019328		
262095691847958529		
262153740654608386		
262193107154632705		
262592460876677120		
262663101155901440		
263006440585691137		
263131675616215049		
264045227734466561		
264785259638423553		
264789234580324362		
264913674114695169		
264960121988186112		
265331218860474378		
265864480489996289		
266847372406030338		
267401793221165068		
267672600891621376		
268495560372256789		
268552143148023808		
268747805676404736		
268856389399478272		
269279256599592960		
270647987347259392		
270904126974590976		
271065999929901057		
271151912211054595		
272120840814985228		
272442493470244874		
272472879625404418		
272508413681074186		
272517545972596737		
272523643387641856		
272900059782316032		
273566559086182400		
274045870079475722		
274313754982875136		
274339775572606988		
274530479380758530		
274531221709783041		
274533979468595200		
275397306667237376		
275864007162986496		
276160709602050050		
276800324721704970		
277015288816336896		
277155782964019212		
277532504527732746		
277669924623613952		
277872422760349696		
278029062377701376		
279651678012178432		
279916453560582144		
280200559745564674		
280359002586742784		
281457165678542848		
281517288564326401		
281699094974693376		
282173388494077952		
282247415128391681		
282391773706190849		
282517714457591838		
282612209387962368		
282629494479519754		
282762743323557889		
282954976114900992		
283024156172353537		
283821113673515009		
284075116562874368		
284492882579030017		
285075966852726784		
285391325682204672		
285738573146095618		
285883850196910092		
286244666188234754		
286419308228247552		
286477831125467137		
287029505715994631		
287396548214784002		
287517317183700992		
287991668236615682		
288079275809308702		
288187093061074944		
288204780193579008		
288453091852943364		
288765048598560768		
289153763443212290		
290507385150242818		
290514414338048002		
290728608102744065		
290921057374830592		
291036251589574676		
291220537034801152		
291339624322957312		
291382454147874827		
292388178315444224		
292446835593838592		
292527801070780416		
292789877077180417		
292831377588617216		
293087827632324608		
293185798616907776		
294232888398839809		
294586508311003136		
294609440554876928		
294882584201003009		
294950826814865408		
295227903409389568		
295603411062226944		
295786225686675458		
295837990423363584		
296434237006020609		
296740919388930048		
296848509745758209		
297594309451055105		
297607324028370954		
297848711097352192		
298545149124804608		
298697225649782785		
298913207119249409		
298961829713936385		
299053545322184704		
299079845063950336		
299393701380227093		
299578425390268416		
299779317183938562		
300060120941854720		
300324590599798787		
300344540391407616		
300386984545746965		
300555496274788352		
300631999507464193		
300674418261098501		
300811295140085761		
301210118186598400		
301489782461300736		
301616576313032715		
301723315360497666		
302050872383242240		
302380715344134144		
302428004448075776		
302480834307424256		
302524044136415232		
302805124055695360		
305186286111686661		
305359461659181057		
305493508620419072		
306808641430880267		
307602086797901824		
307898291000049684		
307920410727415808		
308192486042632192		
308290179263889409		
308304123223212034		
309034349536477184		
309145557337767937		
309468443365867520		
310525126770819072		
310816983631265794		
310822313605988352		
310847301147164672		
310868793452920833		
311431467760877581		
311438566964068355		
311579885132840961		
311645337909460993		
311983404537217045		
312042647667736577		
312222209609564161		
312258158582038528		
312361977714573312		
312715262845517824		
312999308062621698		
313345070013349888		
313436594080317460		
314133232637575178		
314167622809944065		
314279768650547200		
314578573241614337		
314612151534747650		
315055326434951168		
315100912823828482		
315113978919518209		
315160773389189121		
315319817953607681		
315517797390221324		
315561833358557196		
315911604610793472		
316330232971919372		
316693766046089216		
316707740309520384		
316959803496726528		
316989201860001792		
318393171136610304		
318939709088989185		
319622794973413376		
319922837232287744		
320948714942365697		
321016252665430018		
321247526978322433		
321434036998504458		
321436211476561920		
321757174885908492		
321787890013044737		
322279054952759296		
322509289539239936		
323002066996035584		
323244407476322304		
323459150174486539		
323564229317623809		
323577913351995394		
324276219535163393		
